text,intent
I'm not sure what I need to verify my identity.,verify_my_identity
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
I need a Visa and a Mastercard from you.,visa_or_mastercard
What do I do if i accidentally broke my card?,card_not_working
What do I do if there is an electronic debit that is not correct?,direct_debit_payment_not_recognised
Why can't I take cash out of the ATM?,declined_cash_withdrawal
How long does it take for something to be delivered to the U.S?,card_delivery_estimate
There is a debit transaction on my statement that I did not make,direct_debit_payment_not_recognised
How do I reset my password?,passcode_forgotten
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,transfer_fee_charged
"My phone was stolen yesterday, can you help me with this?",lost_or_stolen_phone
How can I find out about an extra fee on my statement?,extra_charge_on_statement
The recipient can not locate funds.,transfer_not_received_by_recipient
Someone might be using my card.  What should I do?,compromised_card
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate
Why did I get charged extra?,card_payment_fee_charged
I have a new card and I need to activate it.,activate_my_card
I need assistance activating my card?,activate_my_card
Why is my beneficiary being denies?,beneficiary_not_allowed
How do you determine your exchange rates?,exchange_rate
How old do kids have to be to open an account?,age_limit
What is the source of funds for my money?,verify_source_of_funds
I added money but my top-up wasn't processed by the app.,top_up_failed
Can you tell me whats going on with my card it seems to be not working?,card_not_working
can you tell me why my card was declined?,declined_card_payment
Why was I charged a fee for withdrawing money?,cash_withdrawal_charge
How much are the rates of exchange?,exchange_rate
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
Is there a minimum age for having an account?,age_limit
Can I pay with my card anywhere?,card_acceptance
What steps do I take to unblock my PIN?,pin_blocked
Why is my card payment still pending?,pending_card_payment
Can I activate my card with the app?,activate_my_card
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,top_up_failed
Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.,pending_top_up
I want to transfer money from another account into this one.,transfer_into_account
Can you tell me the restrictions for the disposable cards?,disposable_card_limits
Can I check my recent refund in my statement?,refund_not_showing_up
Are new cards available from China?,card_about_to_expire
Can I change my PIN?,change_pin
Why was I charged a fee for using my card,card_payment_fee_charged
"I should only have one charge, but it shows two.",transaction_charged_twice
Top-up is not working,top_up_failed
Where in the app do I link a new card?,card_linking
I wanted to take out $100 but I only got $20.,wrong_amount_of_cash_received
What do I do if I have exceeded all my PIN tries?,pin_blocked
What forms of ID should I use for verification?,verify_my_identity
I am missing a refund amount on my account.,refund_not_showing_up
Where would I order a virtual card?,getting_virtual_card
Why do you need me to verify who I am?,why_verify_identity
I would like to better understand why my pass-code is not working.,passcode_forgotten
When my card expires what is the cost of a replacement and how fast?,card_about_to_expire
"Please, tell me why I can't have the funds I deposited a week ago? I need the money now.",balance_not_updated_after_cheque_or_cash_deposit
why hasn't my cash arrived yet from my cheque?!,balance_not_updated_after_cheque_or_cash_deposit
which identity details are required,why_verify_identity
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,declined_cash_withdrawal
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,cash_withdrawal_not_recognised
Can you please tell me why my transfer failed?,failed_transfer
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,transfer_fee_charged
"My phone was stolen, what should I do first?",lost_or_stolen_phone
Is there a way to revert a transaction?,cancel_transfer
Do you support changing the currency I use?,exchange_via_app
I dont see my reciept,transfer_not_received_by_recipient
Can I change my PIN at my local bank?,change_pin
I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit
Is it possible to top up with Google Pay?,apple_pay_or_google_pay
where can i see money source?,verify_source_of_funds
Is it normal to see a fee for transferring money?,transfer_fee_charged
I see a charge for a direct debit that was not me.,direct_debit_payment_not_recognised
"I'm waiting for a money transfer to show, still.",pending_transfer
There is a withdrawal on my account I didn't make.,cash_withdrawal_not_recognised
